n,q,t,beta,seed,model,alpha,plateau,fitted_plateau,fitted_slope_len,delta,true_k,model_k,true_cost,model_cost,cost_error,bound_holds,true_d,model_d,seconds
256,31,192,20,0,GSA,0.7499999999999934,141,-1,-1,32.49665360564489,91,120,176.59549329665705,160.07181301962905,16.523680277028006,True,37,20,11.293
256,31,192,20,0,TGSA,0.7499999999999934,141,-1,-1,65.11809282275227,91,123,176.59549329665705,198.22568617874404,21.630192882086988,True,37,15,11.293
256,31,192,20,0,ZGSA,0.7499999999999934,141,141,102,1.3871100884003056,91,91,176.59549329665705,177.0514020322253,0.45590873556824363,True,37,37,11.293
256,31,128,20,9,GSA,0.5000000000346405,24,-1,-1,27.000525680666556,119,123,270.57249215073364,244.1055647027277,26.466927448005947,True,19,11,12.262
256,31,128,20,9,TGSA,0.5000000000346405,24,-1,-1,72.64348066517726,119,123,270.57249215073364,198.22568617874387,72.34680597198977,True,19,15,12.262
256,31,128,20,9,ZGSA,0.5000000000346405,24,77,103,58.76627966592552,119,124,270.57249215073364,218.88026779393857,51.692224356795066,True,19,19,12.262
256,31,128,20,8,GSA,0.5000000012437756,22,-1,-1,26.384869702554923,119,123,273.34686867426876,247.5864116148001,25.76045705946865,True,19,11,14.024
256,31,128,20,8,TGSA,0.5000000012437756,22,-1,-1,75.33953547931603,119,123,273.34686867426876,198.2256861787436,75.12118249552518,True,19,15,14.024
256,31,128,20,8,ZGSA,0.5000000012437756,22,87,83,60.64053405800689,119,125,273.34686867426876,227.4162776338648,45.930591040403954,True,19,19,14.024
256,31,192,20,1,GSA,0.7500000000000011,137,-1,-1,32.507860466994906,92,120,176.202677766638,160.08611965113812,16.116558115499885,True,37,20,12.197
256,31,192,20,1,TGSA,0.7500000000000011,137,-1,-1,65.11809282275455,92,123,176.202677766638,198.22568617874413,22.023008412106122,True,37,15,12.197
256,31,192,20,1,ZGSA,0.7500000000000011,137,141,103,1.4036972398654086,92,91,176.202677766638,177.07116563736398,0.8684878707259713,True,37,37,12.197
256,31,192,20,2,GSA,0.7500000000000069,136,-1,-1,31.93659997730802,91,120,175.72114938259065,159.35211445829967,16.369034924290986,True,37,20,12.081
256,31,192,20,2,TGSA,0.7500000000000069,136,-1,-1,65.11809282275587,91,123,175.72114938259065,198.22568617874325,22.504536796152593,True,37,15,12.081
256,31,192,20,2,ZGSA,0.7500000000000069,136,138,109,1.1276201807917836,91,92,175.72114938259065,175.17855029177727,0.5425990908133826,True,37,37,12.081
320,1031,240,20,0,GSA,0.7500000000141284,140,-1,-1,55.01603982029201,126,154,346.6377622667029,312.40091669734363,34.236845569359275,True,24,14,53.186
320,1031,240,20,0,TGSA,0.7500000000141284,140,-1,-1,68.34237470893947,126,154,346.6377622667029,297.9992695218073,48.638492744895586,True,24,15,53.186
320,1031,240,20,0,ZGSA,0.7500000000141284,140,143,166,0.9867081753488662,126,128,346.6377622667029,346.71847080716145,0.08070854045854503,True,24,24,53.186
256,31,192,20,3,GSA,0.7499999999999968,137,-1,-1,32.46322215922707,91,120,176.4918770094647,160.02913457739317,16.462742432071536,True,37,20,11.075
256,31,192,20,3,TGSA,0.7499999999999968,137,-1,-1,65.11809282275327,91,123,176.4918770094647,198.2256861787433,21.7338091692786,True,37,15,11.075
256,31,192,20,3,ZGSA,0.7499999999999968,137,140,104,1.4226206657282248,91,91,176.4918770094647,176.42504777696004,0.06682923250465933,True,37,37,11.075
256,31,192,20,7,GSA,0.750000000000001,140,-1,-1,32.111143435764845,93,120,176.17639297530036,159.57706504128817,16.599327934012194,True,37,20,10.548
256,31,192,20,7,TGSA,0.750000000000001,140,-1,-1,65.11809282275455,93,123,176.17639297530036,198.22568617874413,22.049293203443767,True,37,15,10.548
256,31,192,20,7,ZGSA,0.750000000000001,140,138,109,1.2534231379781566,93,92,176.17639297530036,175.1785502917811,0.9978426835192522,True,37,37,10.548
256,31,192,20,4,GSA,0.7499999999999987,139,-1,-1,32.1417111190443,91,120,175.9965183217372,159.61646049248782,16.38005782924938,True,37,20,12.158
256,31,192,20,4,TGSA,0.7499999999999987,139,-1,-1,65.11809282275354,91,123,175.9965183217372,198.22568617874325,22.229167857006047,True,37,15,12.158
256,31,192,20,4,ZGSA,0.7499999999999987,139,139,106,1.0698647914998212,91,91,175.9965183217372,175.79018455822688,0.2063337635103153,True,37,37,12.158
256,31,192,20,5,GSA,0.749999999999991,141,-1,-1,32.61813012506117,91,120,176.47906808599478,160.22688942596153,16.252178660033252,True,37,20,12.404
256,31,192,20,5,TGSA,0.749999999999991,141,-1,-1,65.11809282275144,91,123,176.47906808599478,198.22568617874353,21.746618092748747,True,37,15,12.404
256,31,192,20,5,ZGSA,0.749999999999991,141,140,104,1.3491922089482529,91,91,176.47906808599478,176.42504777696277,0.05402030903201194,True,37,37,12.404
256,31,192,20,9,GSA,0.7499999999999971,139,-1,-1,32.38588308271593,91,120,175.95859711848135,159.93040384142154,16.028193277059813,True,37,20,10.215
256,31,192,20,9,TGSA,0.7499999999999971,139,-1,-1,65.11809282275333,91,123,175.95859711848135,198.2256861787433,22.267089060261952,True,37,15,10.215
256,31,192,20,9,ZGSA,0.7499999999999971,139,140,104,1.351333134877688,91,91,175.95859711848135,176.42504777696,0.4664506584786636,True,37,37,10.215
256,31,192,20,6,GSA,0.7500000000000009,132,-1,-1,32.241164874524195,91,120,175.67912543815626,159.74463590839812,15.934489529758139,True,37,20,12.093
256,31,192,20,6,TGSA,0.7500000000000009,132,-1,-1,65.11809282275449,91,123,175.67912543815626,198.22568617874404,22.54656074058778,True,37,15,12.093
256,31,192,20,6,ZGSA,0.7500000000000009,132,140,105,1.2383460493251128,91,91,175.67912543815626,176.44406210256426,0.7649366644079976,True,37,37,12.093
320,1031,240,20,8,GSA,0.7500000000936504,141,-1,-1,55.68647885820985,128,154,348.18536197811136,313.3424187035831,34.84294327452824,True,24,14,53.531
320,1031,240,20,8,TGSA,0.7500000000936504,141,-1,-1,69.66760224945574,128,154,348.18536197811136,297.9992695218068,50.18609245630455,True,24,15,53.531
320,1031,240,20,8,ZGSA,0.7500000000936504,141,143,169,1.384156146481189,128,127,348.18536197811136,346.8029776469582,1.3823843311531618,True,24,24,53.531
256,31,192,20,8,GSA,0.7499999999999989,139,-1,-1,32.27440616629481,92,120,175.95494129838713,159.78747708992694,16.16746420846019,True,37,20,11.343
256,31,192,20,8,TGSA,0.7499999999999989,139,-1,-1,65.1180928227536,92,123,175.95494129838713,198.2256861787434,22.27074488035626,True,37,15,11.343
256,31,192,20,8,ZGSA,0.7499999999999989,139,139,106,1.4244222201547494,92,91,175.95494129838713,175.79018455822694,0.16475674016018615,True,37,37,11.343
320,1031,240,20,3,GSA,0.75000000000898,143,-1,-1,56.643003697100966,126,154,349.70926324261325,314.6811575689405,35.02810567367277,True,24,14,59.1
320,1031,240,20,3,TGSA,0.75000000000898,143,-1,-1,71.88564147174216,126,154,349.70926324261325,297.99926952180795,51.7099937208053,True,24,15,59.1
320,1031,240,20,3,ZGSA,0.75000000000898,143,145,162,1.0215251670117311,126,127,349.70926324261325,349.19240818692515,0.5168550556880973,True,24,24,59.1
320,1031,240,20,5,GSA,0.7499999999975955,142,-1,-1,55.600978329848544,126,154,347.7147466653046,313.2223498020274,34.49239686327718,True,24,14,59.705
320,1031,240,20,5,TGSA,0.7499999999975955,142,-1,-1,69.60631012224758,126,154,347.7147466653046,297.9992695218073,49.71547714349725,True,24,15,59.705
320,1031,240,20,5,ZGSA,0.7499999999975955,142,143,169,1.284346918714789,126,127,347.7147466653046,346.8029777582823,0.9117689070222923,True,24,24,59.705
320,1031,240,20,4,GSA,0.7499999999776129,141,-1,-1,56.43836156114443,126,154,349.3770906478594,314.39645165621573,34.98063899164367,True,24,14,65.172
320,1031,240,20,4,TGSA,0.7499999999776129,141,-1,-1,71.41780129510454,126,154,349.3770906478594,297.99926952180704,51.37782112605237,True,24,15,65.172
320,1031,240,20,4,ZGSA,0.7499999999776129,141,145,162,1.1191950638376227,126,127,349.3770906478594,349.19240822357904,0.18468242428036774,True,24,24,65.172
256,127,128,20,1,GSA,0.5000000208385942,12,-1,-1,16.69258639378428,123,124,315.9997530385725,299.37330928252896,16.626443756043557,True,13,9,18.283
256,127,128,20,1,TGSA,0.5000000208385942,12,-1,-1,117.77406685982845,123,123,315.9997530385725,198.22568617874407,117.77406685982845,True,13,15,18.283
256,127,128,20,1,ZGSA,0.5000000208385942,12,108,41,46.45560312421645,123,127,315.9997530385725,328.3340467489342,12.334293710361692,True,13,14,18.283
320,1031,240,20,1,GSA,0.7499999999998442,143,-1,-1,55.809798905074416,127,154,347.99360574795253,313.51559794491953,34.478007803032995,True,24,14,68.066
320,1031,240,20,1,TGSA,0.7499999999998442,143,-1,-1,70.04009211743985,127,154,347.99360574795253,297.9992695218074,49.99433622614515,True,24,15,68.066
320,1031,240,20,1,ZGSA,0.7499999999998442,143,144,162,1.2579597627287171,127,127,347.99360574795253,347.8808816309116,0.11272411704095475,True,24,24,68.066
320,1031,240,20,2,GSA,0.7500000000005886,142,-1,-1,56.67093001010633,125,154,349.4167845699434,314.72000972552866,34.69677484441473,True,24,14,67.4
320,1031,240,20,2,TGSA,0.7500000000005886,142,-1,-1,71.87460726661368,125,154,349.4167845699434,297.99926952180624,51.41751504813715,True,24,15,67.4
320,1031,240,20,2,ZGSA,0.7500000000005886,142,145,161,1.362580012581489,125,127,349.4167845699434,349.1533797611916,0.26340480875177263,True,24,24,67.4
320,1031,240,20,6,GSA,0.7499999998011948,141,-1,-1,56.28128375447292,127,154,348.8742951481124,314.1777074426882,34.696587705424236,True,24,14,66.16
320,1031,240,20,6,TGSA,0.7499999998011948,141,-1,-1,71.04188125516401,127,154,348.8742951481124,297.9992695218068,50.875025626305614,True,24,15,66.16
320,1031,240,20,6,ZGSA,0.7499999998011948,141,145,161,1.3555551287181231,127,127,348.8742951481124,349.15337999415965,0.27908484604722616,True,24,24,66.16
256,127,128,20,3,GSA,0.49999999594935585,13,-1,-1,17.44648405965647,124,124,314.5364281966465,297.1246372166558,17.411790979990712,True,13,9,19.04
256,127,128,20,3,TGSA,0.49999999594935585,13,-1,-1,116.3772481059747,124,123,314.5364281966465,198.2256861787429,116.3107420179036,True,13,15,19.04
256,127,128,20,3,ZGSA,0.49999999594935585,13,109,38,46.39712477051049,124,127,314.5364281966465,328.9605777153304,14.424149518683862,True,13,14,19.04
320,1031,240,20,7,GSA,0.7500000000127047,144,-1,-1,56.5336851928773,126,154,349.6301926184742,314.5290694986546,35.10112311981959,True,24,14,66.744
320,1031,240,20,7,TGSA,0.7500000000127047,144,-1,-1,71.58342977089478,126,154,349.6301926184742,297.9992695218085,51.6309230966657,True,24,15,66.744
320,1031,240,20,7,ZGSA,0.7500000000127047,144,145,162,0.9603830224088199,126,127,349.6301926184742,349.1924081825748,0.4377844358994025,True,24,24,66.744
256,127,128,20,2,GSA,0.5000000295361994,15,-1,-1,19.57511893790506,124,124,316.2708420188713,296.71380934987207,19.557032668999227,True,14,9,22.538
256,127,128,20,2,TGSA,0.5000000295361994,15,-1,-1,118.10010735071995,124,123,316.2708420188713,198.22568617874418,118.04515584012711,True,14,15,22.538
256,127,128,20,2,ZGSA,0.5000000295361994,15,65,127,46.57112258382668,124,125,316.2708420188713,276.4093358633461,39.861506155525205,True,14,14,22.538
320,1031,240,20,9,GSA,0.7499999998735731,141,-1,-1,55.226905175155366,128,154,346.94886983527635,312.69703643897014,34.25183339630621,True,24,14,63.631
320,1031,240,20,9,TGSA,0.7499999998735731,141,-1,-1,68.85337582025434,128,154,346.94886983527635,297.9992695218067,48.94960031346966,True,24,15,63.631
320,1031,240,20,9,ZGSA,0.7499999998735731,141,143,166,0.9560298139320622,128,128,346.94886983527635,346.7184709700324,0.2303988652439557,True,24,24,63.631
256,127,128,20,7,GSA,0.5000000150927951,15,-1,-1,19.01066296099632,125,124,312.87870727135237,294.1580698611152,18.720637410237146,True,14,9,19.485
256,127,128,20,7,TGSA,0.5000000150927951,15,-1,-1,114.89747782267844,125,123,312.87870727135237,198.22568617874427,114.6530210926081,True,14,15,19.485
256,127,128,20,7,ZGSA,0.5000000150927951,15,63,131,45.22867188863748,125,124,312.87870727135237,273.9934191036903,38.885288167662054,True,14,14,19.485
256,127,128,20,0,GSA,0.5000004261281129,14,-1,-1,18.343362310481325,123,124,313.9115076406717,296.0215622530085,17.889945387663204,True,14,9,24.819
256,127,128,20,0,TGSA,0.5000004261281129,14,-1,-1,115.6858214619285,123,123,313.9115076406717,198.2256861787432,115.6858214619285,True,14,15,24.819
256,127,128,20,0,ZGSA,0.5000004261281129,14,126,5,45.2082017199306,123,128,313.9115076406717,350.15573929626464,36.244231655592955,True,14,14,24.819
256,127,192,20,5,GSA,0.7500000000000036,120,-1,-1,33.72649911431411,99,121,212.07971162909232,191.71150439232957,20.368207236762743,True,27,15,15.034
256,127,192,20,5,TGSA,0.7500000000000036,120,-1,-1,39.34750815876009,99,123,212.07971162909232,198.225686178744,13.854025450348303,True,27,15,15.034
256,127,192,20,5,ZGSA,0.7500000000000036,120,120,128,0.5283114998516609,99,100,212.07971162909232,212.1040670432729,0.024355414180575963,True,27,27,15.034
256,127,192,20,0,GSA,0.7500000000003108,117,-1,-1,34.03216402692233,100,121,212.22457783956276,192.1312636518125,20.093314187750252,True,27,15,17.406
256,127,192,20,0,TGSA,0.7500000000003108,117,-1,-1,39.34750815885526,100,123,212.22457783956276,198.22568617874367,13.998891660819083,True,27,15,17.406
256,127,192,20,0,ZGSA,0.7500000000003108,117,120,131,0.7024016491245675,100,100,212.22457783956276,212.15430324354315,0.07027459601960118,True,27,27,17.406
256,127,192,20,3,GSA,0.749999999999989,119,-1,-1,33.36916618334294,101,121,212.07462870665552,191.22079120198566,20.853837504669855,True,27,16,16.749
256,127,192,20,3,TGSA,0.749999999999989,119,-1,-1,39.34750815875563,101,123,212.07462870665552,198.22568617874325,13.848942527912271,True,27,15,16.749
256,127,192,20,3,ZGSA,0.749999999999989,119,120,126,0.8547836491815524,101,100,212.07462870665552,212.05841892798054,0.01620977867497686,True,27,27,16.749
256,127,192,20,2,GSA,0.7500000000022584,119,-1,-1,33.02803845252835,102,121,211.28567349591555,190.75233205900162,20.53334143691393,True,27,16,17.11
256,127,192,20,2,TGSA,0.7500000000022584,119,-1,-1,39.34750815945914,102,123,211.28567349591555,198.2256861787444,13.059987317171135,True,27,15,17.11
256,127,192,20,2,ZGSA,0.7500000000022584,119,119,128,0.5672029283632902,102,100,211.28567349591555,211.18750093717162,0.09817255874392572,True,27,27,17.11
256,127,128,20,4,GSA,0.49999999633212433,16,-1,-1,19.672533307443928,123,124,312.25555261415855,292.62117604934684,19.634376564811703,True,14,9,24.237
256,127,128,20,4,TGSA,0.49999999633212433,16,-1,-1,114.03124944418508,123,123,312.25555261415855,198.22568617874438,114.02986643541416,True,14,15,24.237
256,127,128,20,4,ZGSA,0.49999999633212433,16,58,140,45.69280619156271,123,124,312.25555261415855,267.65147664953344,44.60407596462511,True,14,14,24.237
256,127,192,20,1,GSA,0.7500000000000561,119,-1,-1,33.37045612303936,100,121,211.7002286107743,191.22256263026918,20.477665980505122,True,27,16,17.541
256,127,192,20,1,TGSA,0.7500000000000561,119,-1,-1,39.347508158776336,100,123,211.7002286107743,198.225686178744,13.47454243203029,True,27,15,17.541
256,127,192,20,1,ZGSA,0.7500000000000561,119,119,134,0.5142107990170075,100,100,211.7002286107743,211.28313874133138,0.41708986944291837,True,27,27,17.541
256,127,192,20,4,GSA,0.7499999999999986,120,-1,-1,33.462553263325475,99,121,212.0625131640188,191.34903651252347,20.71347665149534,True,27,16,17.702
256,127,192,20,4,TGSA,0.7499999999999986,120,-1,-1,39.347508158758345,99,123,212.0625131640188,198.22568617874393,13.836826985274882,True,27,15,17.702
256,127,192,20,4,ZGSA,0.7499999999999986,120,120,126,0.7212454938655384,99,100,212.0625131640188,212.05841892797457,0.004094236044238642,True,27,27,17.702
256,127,128,20,5,GSA,0.5000000011384764,14,-1,-1,18.45484679023103,124,124,315.0151486335886,296.5603018444464,18.454846789142152,True,14,9,24.794
256,127,128,20,5,TGSA,0.5000000011384764,14,-1,-1,116.80739276545845,124,123,315.0151486335886,198.2256861787431,116.78946245484548,True,14,15,24.794
256,127,128,20,5,ZGSA,0.5000000011384764,14,111,35,45.36518460753493,124,127,315.0151486335886,331.95960287549093,16.94445424190235,True,14,14,24.794
256,127,128,20,8,GSA,0.5000001616000297,14,-1,-1,18.244896749598844,123,124,313.6362431463812,295.5459451779045,18.090297968476705,True,14,9,20.322
256,127,128,20,8,TGSA,0.5000001616000297,14,-1,-1,115.57934812197684,123,123,313.6362431463812,198.2256861787429,115.41055696763831,True,14,15,20.322
256,127,128,20,8,ZGSA,0.5000001616000297,14,105,47,44.71864301767647,123,127,313.6362431463812,324.70648348854064,11.070240342159423,True,14,14,20.322
256,127,128,20,9,GSA,0.49999990061956345,14,-1,-1,18.49863222235986,121,124,314.87315028790186,296.7718695937462,18.101280694155662,True,14,9,19.755
256,127,128,20,9,TGSA,0.49999990061956345,14,-1,-1,116.69296068292172,121,123,314.87315028790186,198.225686178744,116.64746410915785,True,14,15,19.755
256,127,128,20,9,ZGSA,0.49999990061956345,14,60,136,46.96559173352577,121,125,314.87315028790186,270.056049699971,44.81710058793084,True,14,14,19.755
256,127,192,20,6,GSA,0.7500000000000353,117,-1,-1,33.413499216156595,101,121,211.86801961591658,191.281672252352,20.586347363564585,True,27,16,15.945
256,127,192,20,6,TGSA,0.7500000000000353,117,-1,-1,39.347508158769884,101,123,211.86801961591658,198.225686178743,13.64233343717359,True,27,15,15.945
256,127,192,20,6,ZGSA,0.7500000000000353,117,119,132,0.8338860917891111,101,100,211.86801961591658,211.26113863259087,0.6068809833257092,True,27,27,15.945
256,127,192,20,7,GSA,0.7500000000000093,120,-1,-1,33.71704117745146,99,121,211.8769737914767,191.69851613133824,20.178457660138463,True,27,15,15.693
256,127,192,20,7,TGSA,0.7500000000000093,120,-1,-1,39.34750815876194,99,123,211.8769737914767,198.225686178744,13.651287612732688,True,27,15,15.693
256,127,192,20,7,ZGSA,0.7500000000000093,120,120,127,0.5872353042269367,99,100,211.8769737914767,212.08246757485156,0.20549378337486246,True,27,27,15.693
256,127,128,20,6,GSA,0.4999989436268164,13,-1,-1,17.127166501371775,123,124,312.58563608530415,295.4704728936964,17.115163191607735,True,13,9,25.84
256,127,128,20,6,TGSA,0.4999989436268164,13,-1,-1,114.36167272773125,123,123,312.58563608530415,198.22568617874327,114.35994990656087,True,13,15,25.84
256,127,128,20,6,ZGSA,0.4999989436268164,13,102,52,45.3743108573141,123,127,312.58563608530415,320.5510073467331,7.96537126142897,True,13,14,25.84
200,13,100,20,0,GSA,0.5000000000054382,26,-1,-1,18.955443375187052,92,95,167.54274822126828,149.35665492110508,18.186093300163208,True,20,12,4.797
200,13,100,20,0,TGSA,0.5000000000054382,26,-1,-1,41.04885057396916,92,95,167.54274822126828,127.08920423808581,40.45354398318247,True,20,15,4.797
200,13,100,20,0,ZGSA,0.5000000000054382,26,100,1,37.75179248052014,92,100,167.54274822126828,161.6393886976908,5.903359523577478,True,20,20,4.797
200,13,100,20,1,GSA,0.500000000001976,27,-1,-1,19.11606596390746,91,95,167.20507859715684,148.80932419166692,18.395754405489924,True,20,12,4.742
200,13,100,20,1,TGSA,0.500000000001976,27,-1,-1,40.74085443026634,91,95,167.20507859715684,127.08920423808581,40.11587435907103,True,20,15,4.742
200,13,100,20,1,ZGSA,0.500000000001976,27,58,85,37.24740158387844,91,96,167.20507859715684,134.67822255408592,32.52685604307092,True,20,20,4.742
256,127,192,20,8,GSA,0.7499999999988693,118,-1,-1,33.393377647547936,98,121,211.7275243344792,191.25403998261572,20.473484351863476,True,27,16,17.076
256,127,192,20,8,TGSA,0.7499999999988693,118,-1,-1,39.34750815840822,98,123,211.7275243344792,198.22568617874316,13.501838155736039,True,27,15,17.076
256,127,192,20,8,ZGSA,0.7499999999988693,118,120,125,0.8091257621176169,98,100,211.7275243344792,212.03190536053316,0.3043810260539601,True,27,27,17.076
256,127,192,20,9,GSA,0.7500000000000213,121,-1,-1,33.508004247443196,99,121,211.88872803437567,191.41145280722316,20.477275227152518,True,27,16,16.828
256,127,192,20,9,TGSA,0.7500000000000213,121,-1,-1,39.34750815876565,99,123,211.88872803437567,198.22568617874416,13.66304185563152,True,27,15,16.828
256,127,192,20,9,ZGSA,0.7500000000000213,121,120,127,0.7074383115987288,99,100,211.88872803437567,212.08246757484378,0.19373954046810127,True,27,27,16.828
200,13,100,20,2,GSA,0.4999999999983166,25,-1,-1,18.518979088532127,93,95,167.40597837098215,149.36481337544367,18.04116499553848,True,20,12,5.108
200,13,100,20,2,TGSA,0.4999999999983166,25,-1,-1,40.58093234994604,93,95,167.40597837098215,127.08920423808635,40.3167741328958,True,20,15,5.108
200,13,100,20,2,ZGSA,0.4999999999983166,25,83,34,38.155122624183434,93,99,167.40597837098215,150.22567151940285,17.180306851579303,True,20,20,5.108
200,13,100,20,3,GSA,0.5000000000011641,26,-1,-1,18.733867550634365,92,95,166.75530105609297,148.8681007992953,17.887200256797684,True,20,12,5.153
200,13,100,20,3,TGSA,0.5000000000011641,26,-1,-1,40.271946963787656,92,95,166.75530105609297,127.08920423808627,39.66609681800671,True,20,15,5.153
200,13,100,20,3,ZGSA,0.5000000000011641,26,85,31,37.42014172652867,92,98,166.75530105609297,151.81970112254453,14.935599933548446,True,20,20,5.153
200,13,100,20,5,GSA,0.4999999999988359,29,-1,-1,18.775615151506543,92,95,164.36634435948426,146.61854926158526,17.747795097899,True,20,12,5.174
200,13,100,20,5,TGSA,0.4999999999988359,29,-1,-1,38.0822264196385,92,95,164.36634435948426,127.08920423808617,37.27714012139809,True,20,15,5.174
200,13,100,20,5,ZGSA,0.4999999999988359,29,54,92,36.34258406803059,92,96,164.36634435948426,131.9283407108454,32.43800364863887,True,20,20,5.174
200,13,100,20,4,GSA,0.5000000000022433,27,-1,-1,19.129749978478245,91,95,167.17150216163967,148.83854663992167,18.33295552171799,True,20,12,5.7
200,13,100,20,4,TGSA,0.5000000000022433,27,-1,-1,40.655188948859504,91,95,167.17150216163967,127.0892042380862,40.08229792355347,True,20,15,5.7
200,13,100,20,4,ZGSA,0.5000000000022433,27,98,5,37.93563773693923,91,100,167.17150216163967,160.1004190840406,7.07108307759907,True,20,20,5.7
200,13,100,20,6,GSA,0.500000000016959,32,-1,-1,19.46729742959728,89,95,164.5479826055125,146.30838043814705,18.239602167365433,True,20,12,5.059
200,13,100,20,6,TGSA,0.500000000016959,32,-1,-1,38.388270361712046,89,95,164.5479826055125,127.08920423808631,37.45877836742618,True,20,15,5.059
200,13,100,20,6,ZGSA,0.500000000016959,32,95,11,36.40242256569289,89,99,164.5479826055125,158.16495645625577,6.383026149256722,True,20,20,5.059
200,13,100,20,7,GSA,0.49999999999856837,28,-1,-1,19.132439935522584,90,95,166.20184012938557,148.03343105066386,18.16840907872171,True,20,12,5.063
200,13,100,20,7,TGSA,0.49999999999856837,28,-1,-1,39.87155089608612,90,95,166.20184012938557,127.08920423808583,39.112635891299746,True,20,15,5.063
200,13,100,20,7,ZGSA,0.49999999999856837,28,64,72,38.15602263192726,90,97,166.20184012938557,138.24249839953734,27.959341729848234,True,20,20,5.063
200,13,100,20,8,GSA,0.5000000000005032,30,-1,-1,19.05021136697838,90,95,164.68263142381858,146.55154436478932,18.131087059029255,True,20,12,4.978
200,13,100,20,8,TGSA,0.5000000000005032,30,-1,-1,38.382912445851275,90,95,164.68263142381858,127.08920423808615,37.59342718573242,True,20,15,4.978
200,13,100,20,8,ZGSA,0.5000000000005032,30,97,7,35.98446705249923,90,100,164.68263142381858,159.44086067827777,5.241770745540805,True,20,20,4.978
200,13,100,20,9,GSA,0.4999999999980468,26,-1,-1,18.808532544193135,91,95,167.1636093853752,149.0327301787867,18.130879206588503,True,20,12,5.235
200,13,100,20,9,TGSA,0.4999999999980468,26,-1,-1,40.564537864455104,91,95,167.1636093853752,127.08920423808586,40.07440514728934,True,20,15,5.235
200,13,100,20,9,ZGSA,0.4999999999980468,26,62,76,37.783848775729936,91,97,167.1636093853752,136.97759800078825,30.186011384586948,True,20,20,5.235
200,13,150,20,0,GSA,0.75,102,-1,-1,18.753330890019612,71,92,111.31154037390299,101.62640160542098,9.685138768482005,True,37,21,4.05
200,13,150,20,0,TGSA,0.75,102,-1,-1,40.94351842819067,71,95,111.31154037390299,127.08920423808583,15.777663864182841,True,37,15,4.05
200,13,150,20,0,ZGSA,0.75,102,110,80,0.971910833491231,71,71,111.31154037390299,111.89119181729622,0.5796514433932316,True,37,37,4.05
200,13,150,20,1,GSA,0.75,108,-1,-1,18.80083109730205,72,92,111.1294174151692,101.68697945929836,9.442437955870844,True,37,21,4.14
200,13,150,20,1,TGSA,0.75,108,-1,-1,40.94351842819066,72,95,111.1294174151692,127.08920423808581,15.959786822916612,True,37,15,4.14
200,13,150,20,1,ZGSA,0.75,108,108,85,0.892392009035099,72,72,111.1294174151692,110.96792638995905,0.1614910252101538,True,37,37,4.14
200,13,150,20,2,GSA,0.7500000000000001,105,-1,-1,18.545097959616328,72,92,110.93170065744368,101.35993272105988,9.571767936383807,True,37,21,4.013
200,13,150,20,2,TGSA,0.7500000000000001,105,-1,-1,40.943518428190714,72,95,110.93170065744368,127.08920423808593,16.157503580642242,True,37,15,4.013
200,13,150,20,2,ZGSA,0.7500000000000001,105,107,87,0.8419175017588341,72,72,110.93170065744368,110.49447731992049,0.43722333752319287,True,37,37,4.013
200,13,150,20,3,GSA,0.75,107,-1,-1,18.90665513211264,71,92,111.56795701688095,101.82193872009881,9.74601829678214,True,37,21,4.014
200,13,150,20,3,TGSA,0.75,107,-1,-1,40.94351842819067,71,95,111.56795701688095,127.08920423808583,15.521247221204874,True,37,15,4.014
200,13,150,20,3,ZGSA,0.75,107,111,78,1.1787800204318728,71,71,111.56795701688095,112.3551487650473,0.7871917481663502,True,37,37,4.014
200,13,150,20,4,GSA,0.75,108,-1,-1,18.431627462929008,71,92,110.84459926417803,101.21343546821082,9.631163795967211,True,37,21,3.929
200,13,150,20,4,TGSA,0.75,108,-1,-1,40.94351842819067,71,95,110.84459926417803,127.08920423808583,16.244604973907798,True,37,15,3.929
200,13,150,20,4,ZGSA,0.75,108,109,82,0.8458353646418093,71,72,110.84459926417803,111.42052807637162,0.5759288121935953,True,37,37,3.929
256,1031,192,20,1,GSA,0.7500000000020546,95,-1,-1,32.53554071575195,108,123,256.16981167025267,232.95933832772113,23.210473342531543,True,19,12,25.026
256,1031,192,20,1,TGSA,0.7500000000020546,95,-1,-1,64.1317143312396,108,123,256.16981167025267,198.22568617874407,57.9441254915086,True,19,15,25.026
256,1031,192,20,1,ZGSA,0.7500000000020546,95,97,151,0.8171558203030713,108,108,256.16981167025267,255.3959537159131,0.7738579543395758,True,19,19,25.026
200,13,150,20,5,GSA,0.75,108,-1,-1,18.628121765719044,71,92,111.0914700949006,101.46672019536,9.624749899540603,True,37,21,3.875
200,13,150,20,5,TGSA,0.75,108,-1,-1,40.94351842819066,71,95,111.0914700949006,127.08920423808581,15.997734143185212,True,37,15,3.875
200,13,150,20,5,ZGSA,0.75,108,108,85,0.7243092086957894,71,72,111.0914700949006,110.96792638995905,0.12354370494155376,True,37,37,3.875
256,1031,192,20,2,GSA,0.749999999999438,96,-1,-1,32.828339111472445,109,123,256.96495034562486,233.40453666859065,23.560413677034205,True,19,12,24.794
256,1031,192,20,2,TGSA,0.749999999999438,96,-1,-1,64.72210413116986,109,123,256.96495034562486,198.22568617874313,58.739264166881725,True,19,15,24.794
256,1031,192,20,2,ZGSA,0.749999999999438,96,98,147,0.9573790542658713,109,108,256.96495034562486,256.50622927279494,0.4587210728299169,True,19,19,24.794
